timestamp,Right_Thumb1,Right_Thumb2,Right_Index1,Right_Index2,Right_Middle1,Right_Middle2,Right_Ring1,Right_Ring2,Right_Pinky1,Right_Pinky2
1759713582.3101015,,,,,,,,,,
1759713582.3874147,,,,,,,,,,
1759713582.407843,,,,,,,,,,
1759713582.4374504,,,,,,,,,,
1759713582.4697773,,,,,,,,,,
1759713582.5081663,,,,,,,,,,
1759713582.5216398,,,,,,,,,,
1759713582.567611,,,,,,,,,,
1759713582.5906355,,,,,,,,,,
1759713582.6277282,,,,,,,,,,
1759713582.6469662,,,,,,,,,,
1759713582.6948545,,,,,,,,,,
1759713582.7090464,,,,,,,,,,
1759713582.7527003,,,,,,,,,,
1759713582.7719498,,,,,,,,,,
1759713582.834432,,,,,,,,,,
1759713582.8549294,,,,,,,,,,
1759713582.9075427,,,,,,,,,,
1759713582.9158866,,,,,,,,,,
1759713582.9640005,,,,,,,,,,
1759713582.9832783,,,,,,,,,,
1759713583.0261085,,,,,,,,,,
1759713583.046251,,,,,,,,,,
1759713583.088348,,,,,,,,,,
1759713583.1097615,,,,,,,,,,
1759713583.169589,,,,,,,,,,
1759713583.1899316,,,,,,,,,,
1759713583.233073,,,,,,,,,,
1759713583.2525108,,,,,,,,,,
1759713583.2960484,,,,,,,,,,
1759713583.314534,,,,,,,,,,
1759713583.3646314,,,,,,,,,,
1759713583.3846338,,,,,,,,,,
1759713583.4252977,,,,,,,,,,
1759713583.4522548,,,,,,,,,,
1759713583.4873066,,,,,,,,,,
1759713583.511113,,,,,,,,,,
1759713583.5733876,,,,,,,,,,
1759713583.594194,,,,,,,,,,
1759713583.6329482,,,,,,,,,,
1759713583.650316,,,,,,,,,,
1759713583.701105,,,,,,,,,,
1759713583.7265418,,,,,,,,,,
1759713583.7612846,,,,,,,,,,
1759713583.780729,,,,,,,,,,
1759713583.8265355,,,,,,,,,,
1759713583.845992,,,,,,,,,,
1759713583.912193,,,,,,,,,,
1759713583.9291625,,,,,,,,,,
1759713583.9701197,,,,,,,,,,
1759713583.9890728,,,,,,,,,,
1759713584.0326502,,,,,,,,,,
1759713584.0625205,,,,,,,,,,
1759713584.0977714,,,,,,,,,,
1759713584.1181405,,,,,,,,,,
1759713584.1599941,,,,,,,,,,
1759713584.1808314,,,,,,,,,,
1759713584.2330248,,,,,,,,,,
1759713584.2430055,,,,,,,,,,
1759713584.2628076,,,,,,,,,,
1759713584.3130076,,,,,,,,,,
1759713584.3700902,,,,,,,,,,
1759713584.3933156,,,,,,,,,,
1759713584.4319403,,,,,,,,,,
1759713584.4516098,,,,,,,,,,
1759713584.4969664,,,,,,,,,,
1759713584.516304,,,,,,,,,,
1759713584.5623834,,,,,,,,,,
1759713584.5809333,,,,,,,,,,
1759713584.6260574,,,,,,,,,,
1759713584.6443024,,,,,,,,,,
1759713584.6624222,,,,,,,,,,
1759713584.7147942,,,,,,,,,,
1759713584.768877,,,,,,,,,,
1759713584.7974358,,,,,,,,,,
1759713584.8318202,,,,,,,,,,
1759713584.8528254,,,,,,,,,,
1759713584.8965695,,,,,,,,,,
1759713584.915929,,,,,,,,,,
1759713584.959044,,,,,,,,,,
1759713584.977488,,,,,,,,,,
1759713585.04547,,,,,,,,,,
1759713585.0653336,,,,,,,,,,
1759713585.0965476,,,,,,,,,,
1759713585.1044166,,,,,,,,,,
1759713585.1710944,,,,,,,,,,
1759713585.1917028,,,,,,,,,,
1759713585.2315154,,,,,,,,,,
1759713585.2496438,,,,,,,,,,
1759713585.2986338,,,,,,,,,,
1759713585.318511,,,,,,,,,,
1759713585.3600624,,,,,,,,,,
1759713585.3791757,,,,,,,,,,
1759713585.3988936,,,,,,,,,,
1759713585.441988,,,,,,,,,,
1759713585.4621918,,,,,,,,,,
1759713585.5148063,,,,,,,,,,
1759713585.5902748,,,,,,,,,,
1759713585.5966454,,,,,,,,,,
1759713585.6426864,,,,,,,,,,
1759713585.651991,,,,,,,,,,
1759713585.6963277,,,,,,,,,,
1759713585.7189107,,,,,,,,,,
1759713585.7604542,,,,,,,,,,
1759713585.7806857,,,,,,,,,,
1759713585.8069794,,,,,,,,,,
1759713585.841938,,,,,,,,,,
1759713585.860099,,,,,,,,,,
1759713585.9040446,,,,,,,,,,
1759713585.9731147,,,,,,,,,,
1759713586.0031326,,,,,,,,,,
1759713586.0352373,,,,,,,,,,
1759713586.0544548,,,,,,,,,,
1759713586.097152,,,,,,,,,,
1759713586.1205368,,,,,,,,,,
1759713586.1344702,,,,,,,,,,
1759713586.1773622,,,,,,,,,,
1759713586.1995919,,,,,,,,,,
1759713586.2407563,,,,,,,,,,
1759713586.264455,,,,,,,,,,
1759713586.3061922,,,,,,,,,,
1759713586.3763924,,,,,,,,,,
1759713586.3983006,,,,,,,,,,
1759713586.435942,,,,,,,,,,
1759713586.4546304,,,,,,,,,,
1759713586.4965084,,,,,,,,,,
1759713586.5215404,,,,,,,,,,
1759713586.5344436,,,,,,,,,,
1759713586.577643,,,,,,,,,,
1759713586.59764,,,,,,,,,,
1759713586.6412349,,,,,,,,,,
1759713586.6585495,,,,,,,,,,
1759713586.705347,,,,,,,,,,
1759713586.7732694,,,,,,,,,,
1759713586.7912548,,,,,,,,,,
1759713586.8330069,,,,,,,,,,
1759713586.8523846,,,,,,,,,,
1759713586.8980935,,,,,,,,,,
1759713586.9225714,,,,,,,,,,
1759713586.9369514,,,,,,,,,,
1759713586.978202,,,,,,,,,,
1759713586.996722,,,,,,,,,,
1759713587.0402591,,,,,,,,,,
1759713587.0693407,,,,,,,,,,
1759713587.1073594,,,,,,,,,,
1759713587.18294,,,,,,,,,,
1759713587.1927032,,,,,,,,,,
1759713587.2322204,,,,,,,,,,
1759713587.2514668,,,,,,,,,,
1759713587.2797377,,,,,,,,,,
1759713587.3108034,,,,,,,,,,
1759713587.3296075,,,,,,,,,,
1759713587.3772533,,,,,,,,,,
1759713587.396534,,,,,,,,,,
1759713587.4403617,,,,,,,,,,
1759713587.4585884,,,,,,,,,,
1759713587.5062046,,,,,,,,,,
1759713587.5753536,,,,,,,,,,
1759713587.5984373,,,,,,,,,,
1759713587.6332448,,,,,,,,,,
1759713587.6513133,,,,,,,,,,
1759713587.6710122,,,,,,,,,,
1759713587.7286537,179.0,177.0,177.0,174.0,176.0,175.0,177.0,179.0,178.0,177.0
1759713587.7660882,178.0,173.0,178.0,174.0,178.0,175.0,178.0,179.0,176.0,178.0
1759713587.7997847,174.0,179.0,179.0,177.0,179.0,175.0,178.0,179.0,179.0,179.0
1759713587.8305435,177.0,179.0,177.0,177.0,178.0,175.0,178.0,177.0,179.0,179.0
1759713587.8639922,179.0,172.0,178.0,177.0,179.0,178.0,178.0,178.0,177.0,176.0
1759713587.8989139,179.0,172.0,179.0,177.0,178.0,179.0,177.0,177.0,176.0,177.0
1759713587.9449332,179.0,167.0,178.0,177.0,178.0,179.0,176.0,177.0,176.0,176.0
1759713587.9834347,179.0,170.0,178.0,177.0,179.0,179.0,176.0,175.0,172.0,173.0
1759713588.0169666,178.0,172.0,178.0,177.0,179.0,179.0,175.0,176.0,172.0,173.0
1759713588.0669389,179.0,173.0,178.0,176.0,179.0,179.0,175.0,176.0,173.0,174.0
1759713588.106673,179.0,173.0,179.0,177.0,178.0,179.0,175.0,175.0,172.0,173.0
1759713588.1339254,179.0,172.0,179.0,177.0,178.0,179.0,175.0,175.0,172.0,173.0
1759713588.170621,178.0,172.0,178.0,177.0,178.0,179.0,175.0,175.0,173.0,173.0
1759713588.200566,179.0,172.0,178.0,177.0,179.0,179.0,176.0,175.0,173.0,173.0
1759713588.232139,179.0,171.0,178.0,177.0,178.0,178.0,175.0,175.0,172.0,173.0
1759713588.2635517,179.0,171.0,178.0,177.0,178.0,178.0,175.0,175.0,172.0,173.0
1759713588.2960603,178.0,170.0,179.0,177.0,179.0,179.0,176.0,175.0,173.0,173.0
1759713588.3295202,178.0,171.0,179.0,177.0,178.0,179.0,175.0,176.0,173.0,174.0
1759713588.3612852,178.0,172.0,179.0,177.0,178.0,179.0,176.0,176.0,173.0,174.0
1759713588.385621,178.0,171.0,178.0,177.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713588.4183388,178.0,170.0,178.0,177.0,179.0,179.0,176.0,176.0,173.0,174.0
1759713588.4623437,178.0,171.0,178.0,177.0,179.0,179.0,176.0,175.0,173.0,174.0
1759713588.4939246,178.0,174.0,179.0,177.0,179.0,179.0,176.0,175.0,172.0,174.0
1759713588.526075,178.0,173.0,179.0,177.0,179.0,179.0,175.0,175.0,172.0,173.0
1759713588.550999,178.0,170.0,178.0,177.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713588.5792737,177.0,171.0,178.0,177.0,179.0,179.0,176.0,175.0,173.0,174.0
1759713588.6123793,177.0,173.0,179.0,177.0,179.0,179.0,176.0,175.0,173.0,173.0
1759713588.651483,178.0,172.0,179.0,177.0,179.0,179.0,176.0,175.0,172.0,173.0
1759713588.6830292,177.0,172.0,179.0,176.0,179.0,179.0,175.0,175.0,172.0,173.0
1759713588.716327,177.0,172.0,178.0,176.0,179.0,179.0,175.0,175.0,172.0,173.0
1759713588.7486103,177.0,171.0,178.0,177.0,179.0,179.0,175.0,175.0,172.0,173.0
1759713588.7856898,177.0,172.0,179.0,177.0,179.0,179.0,175.0,175.0,172.0,173.0
1759713588.8186185,177.0,172.0,179.0,177.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713588.8522952,176.0,172.0,179.0,177.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713588.8791697,177.0,172.0,179.0,176.0,179.0,179.0,175.0,175.0,173.0,173.0
1759713588.912571,177.0,171.0,179.0,177.0,179.0,179.0,176.0,175.0,172.0,173.0
1759713588.9459615,177.0,172.0,178.0,176.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713588.9840589,177.0,172.0,178.0,176.0,179.0,179.0,176.0,176.0,173.0,174.0
1759713589.0154386,177.0,172.0,178.0,176.0,179.0,179.0,176.0,176.0,173.0,174.0
1759713589.0502002,177.0,172.0,178.0,176.0,179.0,179.0,176.0,176.0,174.0,175.0
1759713589.0829802,178.0,173.0,178.0,177.0,179.0,179.0,176.0,175.0,173.0,174.0
1759713589.1167138,178.0,174.0,179.0,177.0,179.0,179.0,176.0,175.0,173.0,174.0
1759713589.1486359,177.0,174.0,178.0,176.0,179.0,179.0,176.0,175.0,173.0,174.0
1759713589.197104,176.0,176.0,178.0,176.0,178.0,179.0,175.0,176.0,172.0,174.0
1759713589.2308223,176.0,176.0,178.0,176.0,179.0,179.0,175.0,176.0,173.0,174.0
1759713589.2636611,176.0,176.0,178.0,176.0,179.0,179.0,175.0,176.0,173.0,174.0
1759713589.303703,176.0,178.0,179.0,176.0,178.0,179.0,175.0,176.0,173.0,174.0
1759713589.3349748,176.0,177.0,179.0,177.0,179.0,179.0,176.0,176.0,173.0,174.0
1759713589.3631835,176.0,179.0,178.0,176.0,179.0,179.0,176.0,176.0,174.0,176.0
1759713589.3978136,176.0,179.0,178.0,176.0,179.0,179.0,176.0,177.0,174.0,175.0
1759713589.4293516,176.0,170.0,178.0,176.0,179.0,179.0,176.0,176.0,172.0,174.0
1759713589.4616532,176.0,171.0,178.0,176.0,179.0,179.0,177.0,177.0,173.0,175.0
1759713589.486811,174.0,172.0,177.0,174.0,178.0,178.0,176.0,176.0,172.0,173.0
1759713589.5184228,175.0,175.0,176.0,175.0,179.0,179.0,176.0,176.0,171.0,173.0
1759713589.5476503,169.0,169.0,174.0,174.0,178.0,178.0,175.0,173.0,165.0,161.0
1759713589.586509,168.0,172.0,174.0,175.0,177.0,179.0,175.0,173.0,167.0,165.0
1759713589.6144607,168.0,151.0,136.0,52.0,36.0,146.0,37.0,145.0,76.0,116.0
1759713589.6466405,170.0,147.0,156.0,35.0,55.0,129.0,48.0,137.0,97.0,102.0
1759713589.6848118,158.0,136.0,4.0,170.0,6.0,168.0,11.0,168.0,27.0,160.0
1759713589.719453,159.0,137.0,3.0,173.0,5.0,172.0,10.0,170.0,27.0,162.0
1759713589.751466,158.0,136.0,1.0,177.0,1.0,175.0,5.0,175.0,18.0,169.0
1759713589.7832081,157.0,136.0,2.0,175.0,2.0,174.0,7.0,173.0,19.0,168.0
1759713589.8146183,152.0,130.0,0.0,178.0,0.0,178.0,3.0,178.0,13.0,174.0
1759713589.8464358,151.0,132.0,2.0,179.0,0.0,179.0,2.0,179.0,11.0,176.0
1759713589.8799684,148.0,104.0,1.0,179.0,1.0,178.0,2.0,179.0,12.0,175.0
1759713589.9059322,148.0,106.0,4.0,177.0,0.0,173.0,2.0,176.0,10.0,177.0
1759713589.936047,144.0,85.0,1.0,175.0,5.0,166.0,7.0,167.0,16.0,164.0
1759713589.9686842,143.0,88.0,2.0,179.0,3.0,177.0,5.0,175.0,14.0,169.0
1759713589.9971206,140.0,98.0,0.0,175.0,5.0,161.0,7.0,165.0,17.0,164.0
1759713590.040236,140.0,93.0,0.0,176.0,5.0,167.0,7.0,170.0,15.0,167.0
1759713590.0719686,141.0,97.0,1.0,170.0,6.0,151.0,9.0,159.0,18.0,162.0
1759713590.1013072,142.0,94.0,0.0,171.0,6.0,157.0,9.0,164.0,18.0,163.0
1759713590.1498911,140.0,97.0,0.0,175.0,5.0,168.0,8.0,172.0,18.0,166.0
1759713590.180737,140.0,94.0,0.0,177.0,5.0,169.0,8.0,170.0,17.0,166.0
1759713590.2194195,141.0,91.0,0.0,174.0,6.0,163.0,9.0,167.0,18.0,165.0
1759713590.2536478,142.0,91.0,1.0,175.0,6.0,163.0,9.0,169.0,18.0,166.0
1759713590.2852058,139.0,94.0,0.0,176.0,6.0,169.0,8.0,167.0,17.0,164.0
1759713590.317232,140.0,94.0,0.0,177.0,5.0,169.0,8.0,167.0,18.0,163.0
1759713590.348897,138.0,97.0,0.0,177.0,5.0,176.0,7.0,173.0,16.0,168.0
1759713590.379306,138.0,97.0,0.0,176.0,6.0,173.0,8.0,169.0,16.0,166.0
1759713590.404078,140.0,92.0,0.0,177.0,6.0,167.0,8.0,166.0,18.0,164.0
1759713590.4406385,141.0,92.0,0.0,179.0,6.0,172.0,8.0,171.0,18.0,165.0
1759713590.4653616,140.0,96.0,1.0,178.0,4.0,173.0,7.0,174.0,16.0,167.0
1759713590.49905,141.0,91.0,0.0,179.0,4.0,174.0,7.0,174.0,16.0,167.0
1759713590.5425682,140.0,96.0,3.0,170.0,8.0,161.0,10.0,167.0,20.0,164.0
1759713590.5831778,139.0,97.0,3.0,170.0,8.0,160.0,10.0,166.0,19.0,164.0
1759713590.6170743,140.0,97.0,1.0,174.0,6.0,167.0,9.0,171.0,17.0,168.0
1759713590.6486483,140.0,94.0,2.0,173.0,7.0,161.0,10.0,166.0,20.0,164.0
1759713590.6817229,139.0,93.0,1.0,173.0,6.0,164.0,9.0,167.0,19.0,163.0
1759713590.711705,141.0,87.0,1.0,174.0,6.0,169.0,9.0,171.0,19.0,165.0
1759713590.7371988,142.0,99.0,2.0,170.0,7.0,158.0,9.0,165.0,21.0,162.0
1759713590.775926,142.0,94.0,1.0,171.0,6.0,160.0,10.0,166.0,21.0,162.0
1759713590.8031948,142.0,104.0,1.0,171.0,7.0,158.0,10.0,166.0,20.0,164.0
1759713590.840565,142.0,102.0,1.0,171.0,7.0,161.0,10.0,168.0,20.0,165.0
1759713590.8652725,141.0,102.0,1.0,170.0,6.0,157.0,9.0,164.0,19.0,163.0
1759713590.9062662,141.0,95.0,0.0,173.0,6.0,162.0,9.0,167.0,19.0,164.0
1759713590.9390335,143.0,96.0,1.0,171.0,6.0,161.0,10.0,168.0,20.0,165.0
1759713590.970854,143.0,98.0,1.0,170.0,7.0,160.0,10.0,167.0,20.0,164.0
1759713591.0026047,141.0,101.0,1.0,170.0,7.0,163.0,10.0,168.0,21.0,165.0
1759713591.035567,141.0,97.0,1.0,173.0,7.0,162.0,10.0,167.0,21.0,163.0
1759713591.0677211,143.0,88.0,2.0,170.0,7.0,163.0,9.0,169.0,19.0,164.0
1759713591.1003785,143.0,88.0,2.0,170.0,7.0,165.0,9.0,170.0,19.0,166.0
1759713591.1373053,142.0,101.0,0.0,172.0,7.0,163.0,9.0,168.0,22.0,164.0
1759713591.177039,143.0,102.0,0.0,173.0,7.0,162.0,10.0,167.0,22.0,163.0
1759713591.1990952,143.0,98.0,0.0,176.0,4.0,166.0,9.0,168.0,20.0,164.0
1759713591.2397995,143.0,102.0,1.0,176.0,4.0,168.0,8.0,170.0,19.0,166.0
1759713591.2726278,144.0,92.0,0.0,173.0,7.0,159.0,10.0,165.0,21.0,162.0
1759713591.3080924,142.0,101.0,1.0,170.0,6.0,160.0,10.0,167.0,20.0,165.0
1759713591.3380435,145.0,100.0,1.0,168.0,7.0,154.0,10.0,164.0,21.0,161.0
1759713591.3753603,144.0,101.0,1.0,167.0,7.0,151.0,10.0,162.0,21.0,160.0
1759713591.405066,142.0,100.0,1.0,169.0,7.0,160.0,10.0,166.0,21.0,163.0
1759713591.4430733,142.0,97.0,1.0,171.0,7.0,160.0,11.0,166.0,22.0,162.0
1759713591.4835212,142.0,105.0,0.0,174.0,7.0,157.0,9.0,165.0,20.0,163.0
1759713591.5154338,142.0,109.0,1.0,172.0,6.0,158.0,9.0,166.0,20.0,164.0
1759713591.5496361,142.0,107.0,2.0,168.0,6.0,156.0,10.0,163.0,22.0,162.0
1759713591.5817623,143.0,103.0,2.0,169.0,6.0,158.0,10.0,165.0,21.0,163.0
1759713591.6140037,142.0,101.0,2.0,168.0,7.0,154.0,10.0,164.0,21.0,162.0
1759713591.6431348,144.0,102.0,1.0,171.0,6.0,158.0,10.0,166.0,21.0,163.0
1759713591.6723163,142.0,94.0,2.0,171.0,8.0,159.0,11.0,165.0,23.0,162.0
1759713591.7141132,143.0,96.0,2.0,170.0,8.0,158.0,11.0,165.0,23.0,162.0
1759713591.7392974,143.0,100.0,0.0,173.0,6.0,162.0,9.0,168.0,20.0,164.0
1759713591.7735777,142.0,93.0,0.0,174.0,7.0,160.0,10.0,166.0,21.0,162.0
1759713591.8050807,142.0,99.0,0.0,173.0,6.0,161.0,10.0,166.0,21.0,162.0
1759713591.8393085,142.0,103.0,1.0,172.0,6.0,161.0,10.0,167.0,21.0,163.0
1759713591.881047,144.0,101.0,1.0,176.0,5.0,169.0,8.0,168.0,20.0,163.0
1759713591.912517,144.0,103.0,0.0,175.0,6.0,162.0,9.0,166.0,21.0,161.0
1759713591.9383683,142.0,104.0,1.0,170.0,7.0,159.0,10.0,165.0,21.0,162.0
1759713591.9785666,142.0,101.0,1.0,171.0,7.0,155.0,10.0,163.0,21.0,161.0
1759713592.0047412,143.0,99.0,1.0,172.0,7.0,153.0,11.0,162.0,22.0,159.0
1759713592.0417807,143.0,100.0,1.0,169.0,8.0,153.0,11.0,163.0,23.0,160.0
1759713592.066586,142.0,98.0,2.0,169.0,8.0,157.0,11.0,165.0,23.0,162.0
1759713592.107184,142.0,100.0,2.0,170.0,8.0,156.0,11.0,164.0,22.0,161.0
1759713592.1384249,143.0,100.0,1.0,172.0,7.0,157.0,10.0,165.0,23.0,162.0
1759713592.1706214,143.0,105.0,0.0,173.0,6.0,162.0,10.0,168.0,22.0,164.0
1759713592.2167845,143.0,95.0,1.0,172.0,7.0,154.0,10.0,161.0,23.0,159.0
1759713592.2530499,143.0,97.0,1.0,171.0,7.0,155.0,10.0,163.0,23.0,160.0
1759713592.28629,143.0,100.0,2.0,166.0,8.0,154.0,11.0,161.0,22.0,161.0
1759713592.3188822,143.0,100.0,2.0,168.0,8.0,155.0,11.0,163.0,22.0,161.0
